,X.1,sample,scientific,maxn,family,genus,species,campaignid,dataset,planned.or.exploratory,latitude,longitude,date,time,location,status,site,depth,observer,successful.count,successful.length,id,unique.name,full.name,X,cluster,cluster.new,number,n,coords.x1,coords.x2,class,depth.1,slope,aspect,roughness,tpi,flowdir,detrended.bathy,detr.slope,detr.flowdir,detr.tri,detr.tpi,detr.aspect,SSTmean_SSTARRS,SSTsterr_SSTARRS,SSTtrend_SSTARRS,optional
240,240,IO364,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.00868897,114.6888721,20201123,12:21:00,NA,NA,NA,130,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.IO364,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,262,27,C.IO.24,364,1,114.6888721,-34.00868897,Legacy,-132,0.00421703,3.681374311,3,-0.375,4,-12.44463062,0.003472785,4,0.826561034,-0.375,2.914764643,20.35408783,0.018714249,0.197060019,TRUE
241,241,IO365,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.02368897,114.7538721,20201015,8:23:00,NA,NA,NA,73.7,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO365,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,488,NA,NA,365,NA,114.7538721,-34.02368897,Legacy,-80,0.02129313,4.970025539,14,-0.375,16,22.25841331,0.018528013,16,3.381017447,-0.375,5.022789955,20.22408676,0.018714249,0.217060015,TRUE
242,242,IO369,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.02868897,114.5913721,20201123,10:08:00,NA,NA,NA,133,Rachel,Yes,need to measure callanthias school,2020-10_south-west_stereo-BRUVs.IO369,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,305,32,C.IO.27,369,1,114.5913721,-34.02868897,Legacy,-142,0,1.570796371,0,0,32,4.598752499,0.002958267,1,0.526275158,-1.38E-12,1.491736889,20.44408798,0.018714249,0.187060013,TRUE
243,243,IO37,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10868897,114.7188721,20201022,10:12:00,NA,NA,NA,130,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO37,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,363,4304,C.IO.55,37,1,114.7188721,-34.10868897,MBH,-131,0.004032351,4.369280815,3,-0.5,16,-17.0232811,0.001405647,16,0.579957068,-0.5,3.786988974,20.30408669,0.018714249,0.187060013,TRUE
244,244,IO370,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99618897,114.6463721,20201023,12:10:00,NA,NA,NA,141,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO370,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,301,31,C.IO.26,370,1,114.6463721,-33.99618897,Legacy,-141,0.002117012,4.016866684,1,0.375,16,-10.20463657,0.001735021,1,0.52889663,0.375,2.274710655,20.40408707,0.018714249,0.247060016,TRUE
245,245,IO374,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.98618897,114.7463721,20201015,7:31:00,NA,NA,NA,72.9,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO374,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,284,30,C.IO.25,374,1,114.7463721,-33.98618897,Legacy,-73,0.026571391,4.76345253,14,1.5,16,30.3301506,0.023644561,16,4.506017685,1.5,4.779681206,20.22408676,0.018714249,0.23706001,TRUE
246,246,IO377,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.13868897,114.7588721,20201022,7:40:00,NA,NA,NA,113,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO377,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,468,7325,C.IO.69,377,1,114.7588721,-34.13868897,MBH,-114,0.009809515,4.620067596,5,0.625,16,-10.13100624,0.006848004,16,1.364871144,0.625,4.614287376,20.26408768,0.018714249,0.177060023,TRUE
247,247,IO378,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-33.99368897,114.6388721,20201023,12:04:00,NA,NA,NA,141,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO378,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,300,31,C.IO.26,378,1,114.6388721,-33.99368897,Legacy,-141,0.001460726,0.379947066,1,0.5,64,-8.22870636,0.003834788,1,0.872378528,0.5,1.143213153,20.42408752,0.018714249,0.22706002,TRUE
248,248,IO379,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08368897,114.6813721,20201123,6:58:00,NA,NA,NA,138,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO379,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,167,15,C.IO.14,379,1,114.6813721,-34.08368897,Legacy,-138,0.001688619,4.441297054,1,-0.25,16,-14.46655655,0.001341914,2,0.420042962,-0.25,1.734388471,20.3440876,0.018714249,0.217060015,TRUE
249,249,IO4,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09118897,114.7813721,20201015,12:17:00,NA,NA,NA,65.6,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO4,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,263,2731,C.IO.43,4,1,114.7813721,-34.09118897,MBH,-64,0.00740424,5.022694588,4,0.25,16,32.52032852,0.004798817,16,1.006017447,0.25,5.25903368,20.14408684,0.018714249,0.167060018,TRUE
250,250,IO40,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.10368897,114.7138721,20201022,10:17:00,NA,NA,NA,131,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO40,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,364,4304,C.IO.55,40,1,114.7138721,-34.10368897,MBH,-131,0.004701382,4.317482471,3,0.375,16,-15.79210758,0.002099343,16,0.518767774,0.375,3.863899469,20.30408669,0.018714249,0.187060013,TRUE
251,251,IO46,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06868897,114.7113721,20201023,6:44:00,NA,NA,NA,129,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO46,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,148,1300,C.IO.34,46,1,114.7113721,-34.06868897,MBH,-127,0.005116319,5.271320343,4,0.125,16,-12.01612949,0.003256983,16,0.81720674,0.125,5.843165874,20.32408714,0.018714249,0.197060019,TRUE
252,252,IO47,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06368897,114.7113721,20201023,6:53:00,NA,NA,NA,127,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO47,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,150,1300,C.IO.34,47,1,114.7113721,-34.06368897,MBH,-127,0.004217752,3.681660175,3,-0.375,4,-12.14530087,0.003472899,4,0.826561034,-0.375,2.914622545,20.32408714,0.018714249,0.197060019,TRUE
253,253,IO49,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.06118897,114.7063721,20201023,6:59:00,NA,NA,NA,129,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO49,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,147,1300,C.IO.34,49,1,114.7063721,-34.06118897,MBH,-128,0.005715415,5.034388065,4,0.25,16,-11.84954166,0.00320622,16,0.69220674,0.25,5.402991295,20.32408714,0.018714249,0.197060019,TRUE
254,254,IO5,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.08868897,114.7763721,20201015,12:12:00,NA,NA,NA,66.7,Claude,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO5,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,266,2731,C.IO.43,5,1,114.7763721,-34.08868897,MBH,-69,0.01193111,4.712388992,6,-0.5,16,28.81608582,0.008983349,16,1.739871144,-0.5,4.738399029,20.18408775,0.018714249,0.177060023,TRUE
255,255,IO58,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.13618897,114.7738721,20201022,7:21:00,NA,NA,NA,92.7,Brooke Gibbons,Yes,"CALs shit, come back",2020-10_south-west_stereo-BRUVs.IO58,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,466,7325,C.IO.69,58,1,114.7738721,-34.13618897,MBH,-96,0.014564333,4.461400509,9,-0.5,16,3.723377705,0.011657578,16,2.239871025,-0.5,4.417893887,20.21408844,0.018714249,0.177060023,TRUE
256,256,IO59,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.14118897,114.7663721,20201022,7:33:00,NA,NA,NA,109,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO59,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,465,7325,C.IO.69,59,1,114.7663721,-34.14118897,MBH,-108,0.014658439,4.681538105,7,-0.5,16,-6.106935978,0.011701064,16,2.006017447,-0.5,4.693711281,20.21408844,0.018714249,0.187060013,TRUE
257,257,IO62,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.13368897,114.7663721,20201022,7:45:00,NA,NA,NA,105,Brooke Gibbons,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO62,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,469,7325,C.IO.69,62,1,114.7663721,-34.13368897,MBH,-106,0.015471291,4.385102272,9,-0.875,16,-4.300692081,0.012621798,16,2.348724842,-0.875,4.327396393,20.21408844,0.018714249,0.177060023,TRUE
258,258,IO64,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01368897,114.8963721,20201019,11:26:00,NA,NA,NA,43.3,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO64,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,312,3218,C.IO.47,64,1,114.8963721,-34.01368897,MBH,-43,0.002167474,1.570796371,1,0.375,1,20.23027992,0.005121279,1,0.901275158,0.375,1.525160313,19.80408669,0.018714249,0.157060027,TRUE
259,259,IO65,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01118897,114.8888721,20201019,11:20:00,NA,NA,NA,43,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO65,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,358,4164,C.IO.53,65,1,114.8888721,-34.01118897,MBH,-42,0.000705745,2.266231537,1,0.125,2,23.20620918,0.003497102,1,0.651275158,0.125,1.63333106,19.80408669,0.018714249,0.157060027,TRUE
260,260,IO66,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.01618897,114.8813721,20201019,9:36:00,NA,NA,NA,42.8,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO66,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,224,21,C.IO.19,66,1,114.8813721,-34.01618897,MBH,-42,3.47E-18,4.712388992,0,0,128,25.37589455,0.002957834,1,0.526275158,-6.39E-14,1.491725326,19.80408669,0.018714249,0.157060027,TRUE
261,261,IO71,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.00368897,114.6988721,20201123,12:31:00,NA,NA,NA,121,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO71,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,238,2378,C.IO.41,71,1,114.6988721,-34.00368897,MBH,-127,0.004334417,4.712388992,2,0,16,-10.29448891,0.001405827,16,0.256017476,1.52E-12,4.879354477,20.35408783,0.018714249,0.197060019,TRUE
262,262,IO72,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.03618897,114.8463721,20201019,9:05:00,NA,NA,NA,43.6,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IO72,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,401,5099,C.IO.60,72,1,114.8463721,-34.03618897,MBH,-43,0.002168049,4.712388992,1,-0.375,8,34.41498184,0.000815431,64,0.391146332,-0.375,1.280205488,19.94408798,0.018714249,0.167060018,TRUE
263,263,IO73,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,NA,-34.02868897,114.8588721,20201019,9:22:00,NA,NA,NA,40.4,Ramesh,Yes,No,2020-10_south-west_stereo-BRUVs.IO73,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,399,5099,C.IO.60,73,1,114.8588721,-34.02868897,MBH,-41,6.94E-18,4.712388992,0,0,128,32.82036972,0.002958267,1,0.526275158,6.39E-14,1.491736889,19.87408829,0.018714249,0.187060013,TRUE
264,264,IO74,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.02868897,114.8513721,20201019,9:14:00,NA,NA,NA,42.2,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO74,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,400,5099,C.IO.60,74,1,114.8513721,-34.02868897,MBH,-42,0.001687602,4.9836483,1,0.25,16,33.86088181,0.001490317,1,0.452335596,0.25,1.092593908,19.94408798,0.018714249,0.167060018,TRUE
265,265,IO75,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.03368897,114.8538721,20201019,9:10:00,NA,NA,NA,42.2,Rachel,Yes,NA,2020-10_south-west_stereo-BRUVs.IO75,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,398,5099,C.IO.60,75,1,114.8538721,-34.03368897,MBH,-42,0.002167985,4.712388992,1,-0.375,64,33.30988312,0.000815409,64,0.391146332,-0.375,1.280197382,19.94408798,0.018714249,0.167060018,TRUE
266,266,IO80,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09368897,114.8888721,20201016,10:30:00,NA,NA,NA,41.6,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO80,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,340,3974,C.IO.52,80,1,114.8888721,-34.09368897,MBH,-42,0.00216952,1.570796371,1,-0.375,128,25.33752441,0.005126104,1,0.901275158,-0.375,1.525203228,19.83408737,0.018714249,0.197060019,TRUE
267,267,IO81,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09868897,114.8913721,20201016,10:20:00,NA,NA,NA,42,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO81,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,342,3974,C.IO.52,81,1,114.8913721,-34.09868897,MBH,-42,0.001688897,1.299750209,1,-0.25,1,24.78652382,0.004629756,1,0.776275158,-0.25,1.422116995,19.85408783,0.018714249,0.197060019,TRUE
268,268,IO91,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09368897,114.8938721,20201016,10:25:00,NA,NA,NA,43.5,Hayley,Yes,NA,2020-10_south-west_stereo-BRUVs.IO91,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,345,3974,C.IO.52,91,1,114.8938721,-34.09368897,MBH,-42,3.47E-18,1.570796371,0,0,128,23.97718048,0.002960522,1,0.526275158,0,1.491797328,19.83408737,0.018714249,0.197060019,TRUE
269,269,IO92,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.09868897,114.8863721,20201016,10:16:00,NA,NA,NA,42.3,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO92,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,344,3974,C.IO.52,92,1,114.8863721,-34.09868897,MBH,-41,0.000706175,0.875868857,1,0.125,128,27.14686584,0.003560544,1,0.651275158,0.125,1.37696898,19.85408783,0.018714249,0.197060019,TRUE
270,270,IO95,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.12618897,114.7338721,20201022,8:21:00,NA,NA,NA,124,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO95,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,441,6711,C.IO.68,95,1,114.7338721,-34.12618897,MBH,-126,0.006382277,4.350281715,4,-0.625,16,-15.65221405,0.003634053,16,0.768767774,-0.625,4.120588779,20.28408813,0.018714249,0.217060015,TRUE
271,271,IO96,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.13618897,114.7363721,20201022,8:06:00,NA,NA,NA,127,Brooke Gibbons,Yes,NA,2020-10_south-west_stereo-BRUVs.IO96,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,440,6711,C.IO.68,96,1,114.7363721,-34.13618897,MBH,-126,0.005719975,4.390655994,3,0.5,16,-16.07404518,0.002932637,16,0.643767774,0.5,4.145401955,20.28408813,0.018714249,0.217060015,TRUE
272,272,IO98,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.13368897,114.7313721,20201022,8:13:00,NA,NA,NA,128,Daphne,Yes,Yes,2020-10_south-west_stereo-BRUVs.IO98,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,442,6711,C.IO.68,98,1,114.7313721,-34.13368897,MBH,-128,0.005650718,4.017664909,4,0,16,-16.77828598,0.003657586,16,0.781518102,-1.52E-12,3.530950785,20.28408813,0.018714249,0.217060015,TRUE
273,273,IOC04,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,Captains pick,-34.08755,114.749265,20201022,13:16:00,NA,NA,NA,109,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IOC04,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-111,0.011820442,4.983465672,7,-1,16,-5.702024937,0.009096782,16,1.756017447,-1,5.095308781,20.23408699,0.018714249,0.187060013,TRUE
274,274,IOC05,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,Captains pick,-34.05394,114.899843,20201029,10:46:00,NA,NA,NA,43.2,Rachel,Yes,Yes,2020-10_south-west_stereo-BRUVs.IOC05,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-43,0.002168496,1.570796371,2,0,1,20.5834713,0.005123689,1,0.776275158,1.44E-12,1.52518177,19.75408745,0.018714249,0.197060019,TRUE
275,275,IOC06,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,Captains pick,-34.048689,114.876372,20201016,7:48:00,NA,NA,NA,41.5,Ramesh,Yes,NA,2020-10_south-west_stereo-BRUVs.IOC06,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-42,0.001687972,1.299597979,1,-0.25,2,27.57584763,0.004627084,1,0.776275158,-0.25,1.422030449,19.88408661,0.018714249,0.157060027,TRUE
276,276,IOCP11-1,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,Captains pick,-33.992845,114.696642,20201123,12:39:00,NA,NA,NA,124,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.IOCP11-1,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-127,0.007637965,4.593708515,4,0.375,16,-9.872657776,0.004684794,16,0.864871144,0.375,4.568723679,20.35408783,0.018714249,0.207060024,TRUE
277,277,IOCP11-2,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,Captains pick,-33.974332,114.692773,20201123,12:47:00,NA,NA,NA,124,Daphne,Yes,NA,2020-10_south-west_stereo-BRUVs.IOCP11-2,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-128,0.00721493,4.11310482,5,0.25,16,-10.70916843,0.004876333,16,1.031518102,0.25,3.807015181,20.36408806,0.018714249,0.22706002,TRUE
278,278,IOCP2311,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,Captains pick,-34.01858,114.601465,20201123,10:19:00,NA,NA,NA,142,Daphne,Yes,"CALs shit, come back",2020-10_south-west_stereo-BRUVs.IOCP2311,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-143,1.39E-17,4.712388992,0,0,64,0.619724095,0.002957921,1,0.526275158,7.13E-14,1.49172771,20.42408752,0.018714249,0.217060015,TRUE
279,279,IOREDO344,Aplodactylidae Aplodactylus westralis,0,Aplodactylidae,Aplodactylus,westralis,2020-10_south-west_stereo-BRUVs,IO,MBH,-34.0844,114.6744,20201123,7:12:00,NA,NA,NA,138,Daphne - finishes at 59:27,Yes,"CALs shit, come back",2020-10_south-west_stereo-BRUVs.IOREDO344,Aplodactylidae Aplodactylus westralis,Aplodactylus westralis,NA,NA,NA,NA,NA,NA,NA,NA,-138,0.000904369,3.141592741,1,0.25,8,-12.42604065,0.003026207,1,0.590085924,0.25,1.794293284,20.36408806,0.018714249,0.197060019,TRUE
